Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Amount  
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Contract Management,Energy Markets & Infrastructure - Security and resilience,HEALTH & SAFETY EXECUTIVE,4021278,"£24,935.93"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Contract Management,Energy Markets & Infrastructure - Security and resilience,HEALTH & SAFETY EXECUTIVE,4021278,"£41,406.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,MTL GROUP LTD,4021280,"£119,251.07"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4021284,"£1,005.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Technical Advice / Services & Support,National Climate Change & Consumer Support - Energy Efficiency & Consumers,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4021289,"£34,051.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,IRON MOUNTAIN (UK) LTD,4021290,"£150,003.31"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4021291,"£19,497.63"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Other IT Costs,National Climate Change & Consumer Support - Communications,EC GROUP,4021292,£822.65
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING,4021293,"£1,275.09"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4021198,£980.00
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021225,"£2,353.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021226,"£1,765.37"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4021297,"£150,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4021303,"£7,571.65"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4021304,"£21,185.57"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CABINET OFFICE,4021305,"£7,783.34"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4021307,"£10,047.81"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4021318,£525.85
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4021320,"£20,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,ENVIRONMENT AGENCY,4021325,"£109,886.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,MARINE SCOTLAND,4021326,"£152,544.83"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4021331,"£18,382.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4021332,"£73,866.76"
Department of Energy and Climate Change,Department of Energy and Climate Change,24/01/2011,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4021334,£565.60
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4020652,"£13,560.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Cost of Early Retirement,Energy Markets & Infrastructure - EMI Director General,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4021073,"£84,263.94"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021171,"£3,697.16"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021173,"£21,488.22"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Administration of Grants and Awards,Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY ENVIRONMENT,4021266,"£12,502.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021309,"£6,560.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021310,"£2,916.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021311,"£7,164.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4021319,£715.06
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4021321,£611.54
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4021327,£525.85
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4021328,£876.41
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4021329,£807.33
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,POSTURITE UK LTD,4021330,£744.66
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS SPECIALIST RECRUITMENT LTD,4021333,"£2,828.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,CAMBRIDGE ARCHITECTURAL RESEARCH LTD,4021337,"£100,237.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,External Legal Advice and Services,Energy Markets & Infrastructure - Energy Strategy and Futures,MACLAY MURRAY AND SPENS,4021338,"£13,354.76"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,RESPIRATORY DIAGNOSTICS,4021339,"£1,680.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4021344,"£500,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Research & Development Expenditure (Programme),International Energy & Climate Change - International Energy & Carbon Budgets,UNIVERSITY OF SUSSEX,4021346,"£25,192.94"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4021363,"£95,259.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4021364,"£111,059.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,25/01/2011,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4021370,"£8,800.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,HM REVENUE & CUSTOMS,4020247,£574.00
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021241,£585.19
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021241,£573.00
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021241,£585.19
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS SPECIALIST RECRUITMENT LTD,4021252,"£2,262.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS SPECIALIST RECRUITMENT LTD,4021254,"£2,828.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021261,£510.07
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,AX BUSINESS SOLUTIONS LTD,4021264,"£8,680.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4021343,"£1,475,828.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4021345,£801.36
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021365,£593.10
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4021367,£640.61
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Other Staff Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4021369,"£2,275.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,DYNAMIC LEARNING SOLUTIONS LTD,4021387,"£1,222.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4021388,£549.02
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,4021389,"£39,976.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,External Training,International Energy & Climate Change - International Climate Change Negotiations,GBRW LTD,4021390,"£2,957.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4021394,£965.34
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Professional Training,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,ESSENTIAL PLANNING LTD,4021395,"£1,250.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,External Training,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),4021397,"£1,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PERA INNOVATION LTD,4021404,"£2,100.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Capital Grants to Private Sector - Own Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4021405,"£129,554.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Capital Grants to Private Sector - Own Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4021405,"£1,364,705.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE NATIONAL NON-FOOD CROPS CENTRE,4021406,"£80,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4021412,"£1,320.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4021413,"£1,780.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Departmental Sponsored Training,Corporate Support & Shared Services - Corporate Support & Shared Services,SAS SOFTWARE LTD,4021414,£776.00
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021416,"£30,911.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4021417,£591.41
Department of Energy and Climate Change,Department of Energy and Climate Change,26/01/2011,Project Management Costs (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE NATIONAL NON-FOOD CROPS CENTRE,4021424,"£47,275.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,SOUTH AFRICAN NATION ENERGY RESEARCH INSTITUTE (PTY) LTD (SANERI),4018496,"£18,306.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4021360,£845.16
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021366,£577.28
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4021384,"£281,666.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4021386,"£240,892.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,IEA COAL RESEARCH - THE CLEAN COAL CENTRE,4021400,"£165,650.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,SAS SOFTWARE LTD,4021415,"£1,164.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4021420,£759.25
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4021421,£758.15
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Conference Facilities (Programme),Energy Markets & Infrastructure - Energy Development Unit,REED EXHIBITIONS LTD,4021429,"£12,972.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021433,"£10,100.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021434,"£7,116.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021435,"£3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021437,"£27,542.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,External Training,Science & Innovation Group - Science & Innovation Group,NATIONAL SCHOOL OF GOVERNMENT,4021454,"£1,235.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021458,"£2,942.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,Reed Personnel Services Ltd,4021460,£500.15
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4021461,"£25,219.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4021470,"£2,946.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,External Training,Energy Markets & Infrastructure - Energy Development Unit,ABERDEEN DRILLING SCHOOL LTD,4021477,"£1,355.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,27/01/2011,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4021487,"£1,228.45"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Interpreters,International Energy & Climate Change - International Energy & Carbon Budgets,FOREIGN AND COMMONWEALTH OFFICE (FCO),4021207,£773.37
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4021282,"£382,088.70"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Research & Development Expenditure (Programme),National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4021283,"£17,259.83"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021354,"£217,324.88"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,HOOK NORTON LOW CARBON LTD,4021399,"£16,014.13"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Losses and Compensation,Corporate Support & Shared Services - Corporate Support & Shared Services,DIMENSIONS GYM,4021401,"£2,050.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4021402,"£7,350.54"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021419,"£34,838.38"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021423,"£1,128.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021425,"£165,068.53"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021426,"£10,234.84"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021428,"£85,384.15"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021430,"£22,503.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021431,"£69,857.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021438,"£5,192.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021438,"£100,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021462,"£454,603.24"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021463,"£36,821.75"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Other Staff Costs,National Climate Change & Consumer Support - National Climate Change,THE TREASURY SOLICITORS DEPARTMENT,4021466,"£3,100.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Security and resilience,PURVIN & GERTZ INC.,4021484,"£21,750.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Purchase of  Advertising and Publicity (Programme),Energy Markets & Infrastructure - Energy Development Unit,THE STATIONERY OFFICE LTD,4021494,£512.33
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,LOW CARBON COMMUNITIES NETWORK LTD,4021497,"£15,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - DECC Commercial Team,E.ON UK PLC,4021502,"£2,340,861.18"
Department of Energy and Climate Change,Department of Energy and Climate Change,28/01/2011,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,E H S BRANN LTD,4021503,"£1,340.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4021451,"£1,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Not Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4021468,"£1,783,309.30"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4021469,"£1,764.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Not Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4021500,"£2,819,903.18"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021507,"£13,345.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021508,"£45,032.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021509,"£70,756.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,External Training,Energy Markets & Infrastructure - Energy Development Unit,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4021510,£895.00
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Energy Strategy and Futures,SMARTER GRID SOLUTIONS LTD,4021512,"£32,597.52"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,MORGAN LAW PARTNERS LLP,4021516,"£4,080.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4021517,"£450,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MILLER & YOUNG UK LTD T/A MYFM,4021520,"£6,125.00"
