Newcastle City Council Invoices over £500 paid in July 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,22 July 2011,WAVERLEY TBS LTD,5174993,Revenue,1KF07,BANQUETING SUITE             K,476.38
Environment & Regeneration,CW School Security                     ,Premises,22 July 2011,ADT FIRE & SECURITY,5175036,Revenue,1KJ94,Security Services Delegated  K,"1,725.97"
Environment & Regeneration,CW School Security                     ,Premises,22 July 2011,ADT FIRE & SECURITY,5175037,Revenue,1KJ94,Security Services Delegated  K,471.54
Environment & Regeneration,CW School Security                     ,Premises,22 July 2011,ADT FIRE & SECURITY,5175038,Revenue,1KJ94,Security Services Delegated  K,"1,307.37"
Environment & Regeneration,CW School Security                     ,Premises,22 July 2011,ADT FIRE & SECURITY,5175039,Revenue,1KJ94,Security Services Delegated  K,"1,425.00"
Environment & Regeneration,CW School Security                     ,Premises,22 July 2011,ADT FIRE & SECURITY,5175040,Revenue,1KJ94,Security Services Delegated  K,741.79
Environment & Regeneration,CW School Security                     ,Premises,04 July 2011,ADT FIRE & SECURITY,5155283,Revenue,1KJ94,Security Services Delegated  K,"1,442.86"
Environment & Regeneration,CW School Security                     ,Premises,04 July 2011,ADT FIRE & SECURITY,5155284,Revenue,1KJ94,Security Services Delegated  K,"1,689.30"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133492,Revenue,1KJ94,Security Services Delegated  K,"1,069.55"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133494,Revenue,1KJ94,Security Services Delegated  K,797.52
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133495,Revenue,1KJ94,Security Services Delegated  K,469.68
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133496,Revenue,1KJ94,Security Services Delegated  K,"1,257.84"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133497,Revenue,1KJ94,Security Services Delegated  K,"1,377.56"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133498,Revenue,1KJ94,Security Services Delegated  K,514.06
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133499,Revenue,1KJ94,Security Services Delegated  K,559.08
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133500,Revenue,1KJ94,Security Services Delegated  K,955.78
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133502,Revenue,1KJ94,Security Services Delegated  K,623.50
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133504,Revenue,1KJ94,Security Services Delegated  K,"1,253.62"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133505,Revenue,1KJ94,Security Services Delegated  K,839.42
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133506,Revenue,1KJ94,Security Services Delegated  K,485.70
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133507,Revenue,1KJ94,Security Services Delegated  K,760.58
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133508,Revenue,1KJ94,Security Services Delegated  K,616.61
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133509,Revenue,1KJ94,Security Services Delegated  K,685.86
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133510,Revenue,1KJ94,Security Services Delegated  K,851.42
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133511,Revenue,1KJ94,Security Services Delegated  K,"1,062.89"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133513,Revenue,1KJ94,Security Services Delegated  K,"1,667.97"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133514,Revenue,1KJ94,Security Services Delegated  K,576.55
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133515,Revenue,1KJ94,Security Services Delegated  K,954.06
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133517,Revenue,1KJ94,Security Services Delegated  K,"1,034.04"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133518,Revenue,1KJ94,Security Services Delegated  K,"1,140.82"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133519,Revenue,1KJ94,Security Services Delegated  K,583.22
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133520,Revenue,1KJ94,Security Services Delegated  K,"1,159.74"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133521,Revenue,1KJ94,Security Services Delegated  K,589.34
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133522,Revenue,1KJ94,Security Services Delegated  K,"1,124.90"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133523,Revenue,1KJ94,Security Services Delegated  K,925.50
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133524,Revenue,1KJ94,Security Services Delegated  K,867.47
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133547,Revenue,1KJ94,Security Services Delegated  K,"1,124.52"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133549,Revenue,1KJ94,Security Services Delegated  K,"1,122.22"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133551,Revenue,1KJ94,Security Services Delegated  K,"1,306.54"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133552,Revenue,1KJ94,Security Services Delegated  K,"1,046.12"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133565,Revenue,1KJ94,Security Services Delegated  K,420.24
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133566,Revenue,1KJ94,Security Services Delegated  K,"1,418.39"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133568,Revenue,1KJ94,Security Services Delegated  K,"1,753.85"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5133569,Revenue,1KJ94,Security Services Delegated  K,"1,321.20"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134197,Revenue,1KJ94,Security Services Delegated  K,"1,073.18"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134200,Revenue,1KJ94,Security Services Delegated  K,"1,050.00"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134202,Revenue,1KJ94,Security Services Delegated  K,504.15
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134205,Revenue,1KJ94,Security Services Delegated  K,"1,024.61"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134212,Revenue,1KJ94,Security Services Delegated  K,692.22
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134219,Revenue,1KJ94,Security Services Delegated  K,706.25
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134220,Revenue,1KJ94,Security Services Delegated  K,"1,023.31"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134222,Revenue,1KJ94,Security Services Delegated  K,747.99
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134227,Revenue,1KJ94,Security Services Delegated  K,948.31
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134294,Revenue,1KJ94,Security Services Delegated  K,"1,428.58"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134296,Revenue,1KJ94,Security Services Delegated  K,"1,439.00"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134298,Revenue,1KJ94,Security Services Delegated  K,"1,015.78"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134303,Revenue,1KJ94,Security Services Delegated  K,"1,221.58"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134304,Revenue,1KJ94,Security Services Delegated  K,"1,050.08"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134305,Revenue,1KJ94,Security Services Delegated  K,"1,187.33"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134873,Revenue,1KJ94,Security Services Delegated  K,"1,438.36"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134874,Revenue,1KJ94,Security Services Delegated  K,"1,158.38"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5134875,Revenue,1KJ94,Security Services Delegated  K,"2,304.73"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5136036,Revenue,1KJ94,Security Services Delegated  K,"1,323.69"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5142292,Revenue,1KJ94,Security Services Delegated  K,910.25
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5142293,Revenue,1KJ94,Security Services Delegated  K,"1,526.28"
Environment & Regeneration,CW School Security                     ,Premises,01 July 2011,ADT FIRE & SECURITY,5150315,Revenue,1KJ94,Security Services Delegated  K,724.78
Environment & Regeneration,CW School Security                     ,Supplies & Services,22 July 2011,ADT FIRE & SECURITY,5175035,Revenue,1KJ94,Security Services Delegated  K,"2,078.32"
Environment & Regeneration,CW Security Services             ,Employees,08 July 2011,WARREN ACCESS,5158202,Revenue,1KJ01,Security O/H                 K,465.00
Environment & Regeneration,CW Security Services             ,Premises,25 July 2011,802 GLOBAL LTD,5175019,Revenue,1KJ01,Security O/H                 K,"1,210.00"
Environment & Regeneration,CW Security Services             ,Premises,08 July 2011,802 GLOBAL LTD,5138993,Revenue,1KJ01,Security O/H                 K,"5,546.00"
Environment & Regeneration,CW Security Services             ,Premises,22 July 2011,ANDTECH SYSTEMS,5175259,Revenue,1KJ01,Security O/H                 K,595.00
Environment & Regeneration,CW Security Services             ,Premises,22 July 2011,ANDTECH SYSTEMS,5175260,Revenue,1KJ01,Security O/H                 K,671.50
Environment & Regeneration,CW Security Services             ,Premises,12 July 2011,DELTA ONE SECURITY SERVICES LTD,5163127,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,12 July 2011,DELTA ONE SECURITY SERVICES LTD,5163128,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,787.10"
Environment & Regeneration,CW Security Services             ,Premises,12 July 2011,DELTA ONE SECURITY SERVICES LTD,5163129,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,12 July 2011,DELTA ONE SECURITY SERVICES LTD,5163130,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,04 July 2011,DELTA ONE SECURITY SERVICES LTD,5155286,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,04 July 2011,DELTA ONE SECURITY SERVICES LTD,5155287,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,838.16"
Environment & Regeneration,CW Security Services             ,Premises,04 July 2011,DELTA ONE SECURITY SERVICES LTD,5155289,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,838.16"
Environment & Regeneration,CW Security Services             ,Premises,04 July 2011,DELTA ONE SECURITY SERVICES LTD,5155290,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,20 July 2011,DELTA ONE SECURITY SERVICES LTD,5172437,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,838.16"
Environment & Regeneration,CW Security Services             ,Premises,20 July 2011,DELTA ONE SECURITY SERVICES LTD,5172438,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,20 July 2011,DELTA ONE SECURITY SERVICES LTD,5172439,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,838.16"
Environment & Regeneration,CW Security Services             ,Premises,20 July 2011,DELTA ONE SECURITY SERVICES LTD,5172440,Revenue,1KJ31,AD-Hoc Manned Guards         K,"1,429.68"
Environment & Regeneration,CW Security Services             ,Premises,21 July 2011,DINNINGTON FENCING CO LTD,5172593,Revenue,1KJ01,Security O/H                 K,"2,721.29"
Environment & Regeneration,CW Security Services             ,Supplies & Services,08 July 2011,802 GLOBAL LTD,5138993,Revenue,1KJ01,Security O/H                 K,20.00
Environment & Regeneration,CW Security Services             ,Supplies & Services,15 July 2011,BRITISH TELECOM PLC,5155288,Revenue,1KJ71,Security Control Room        K,"7,108.54"
Environment & Regeneration,CW Services to Schools           ,Employees,22 July 2011,BRENIKOV ASSOCIATES HOSPITALITY TRAINING,5175028,Revenue,1KFX2,School Meals Overhead        K,"1,900.00"
Environment & Regeneration,CW Services to Schools           ,Employees,22 July 2011,BRENIKOV ASSOCIATES HOSPITALITY TRAINING,5175161,Revenue,1KFX2,School Meals Overhead        K,"1,900.00"
Environment & Regeneration,CW Services to Schools           ,Employees,11 July 2011,DEWBERRY REDPOINT LTD,5161537,Revenue,1KFX2,School Meals Overhead        K,495.00
Environment & Regeneration,CW Services to Schools           ,Employees,08 July 2011,DEWBERRY REDPOINT LTD,5159234,Revenue,1KFX2,School Meals Overhead        K,495.00
Environment & Regeneration,CW Services to Schools           ,Premises,22 July 2011,BUNZL CLEANING & HYGIENE SUPPLIES,5171892,Revenue,1KG45,Wingrove Primary             K,976.92
Environment & Regeneration,CW Services to Schools           ,Premises,06 July 2011,BUNZL CLEANING & HYGIENE SUPPLIES,5152037,Revenue,1KG47,Bridgewater Primary          K,418.06
Environment & Regeneration,CW Services to Schools           ,Premises,21 July 2011,BUNZL CLEANING & HYGIENE SUPPLIES,5172415,Revenue,1KH53,Gosforth East Middle         K,"1,073.30"
Environment & Regeneration,CW Services to Schools           ,Premises,14 July 2011,BUNZL CLEANING & HYGIENE SUPPLIES,5159617,Revenue,1KH97,Heaton Manor Upper           K,457.22
Environment & Regeneration,CW Services to Schools           ,Premises,20 July 2011,BUNZL CLEANING & HYGIENE SUPPLIES,5172413,Revenue,1KKK1,Cleaning Direct O/H          K,890.90
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,15 July 2011,FRETWELL DOWNING HOSPITALITY LTD,5165236,Revenue,1KFX2,School Meals Overhead        K,"20,000.00"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,06 July 2011,G M PACKAGING,5150758,Revenue,1KFHH,Harehills                    K,905.50
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,07 July 2011,NALESTAR LTD,5159771,Revenue,1KFHH,Harehills                    K,671.95
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,20 July 2011,NALESTAR LTD,5172467,Revenue,1KKK1,Cleaning Direct O/H          K,998.80
Environment & Regeneration,CXD U&E Policy                         ,Supplies & Services,14 July 2011,Redacted Personal Data,5164811,Revenue,1DD1C,Ncle Entprs Packg Small GrantF,"1,100.00"
Environment & Regeneration,CXO U&E Policy             ,Supplies & Services,25 July 2011,ADT FIRE & SECURITY,4705198,Revenue,1DE47,Premier BDC                  K,721.24
Environment & Regeneration,E & R Education Interpretation   ,Supplies & Services,20 July 2011,J T DOVE LTD,5172579,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,"3,263.88"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,07 July 2011,BRITISH TELECOMMUNICATIONS PLC,5159806,Capital,2DP02,Devt Capital CC              K,"8,247.73"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,19 July 2011,CAPITA SYMONDS LTD,5170230,Capital,2DP02,Devt Capital CC              K,"3,950.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,28 July 2011,CAPITA SYMONDS LTD,5165237,Capital,2DP02,Devt Capital CC              K,"1,710.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,28 July 2011,CAPITA SYMONDS LTD,5170234,Capital,2DP02,Devt Capital CC              K,845.00
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,01 July 2011,CAPITA SYMONDS LTD,5153624,Capital,2DP02,Devt Capital CC              K,"2,390.40"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,26 July 2011,DRAKEWELL COMPUTERS,5162809,Capital,2DP02,Devt Capital CC              K,"4,630.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,12 July 2011,NEDL,5163154,Capital,2DP02,Devt Capital CC              K,708.00
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,06 July 2011,NORTHUMBRIAN WATER,5139133,Capital,2N401,Capital General              K,"34,549.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,01 July 2011,OPENREACH (A BT GP.BUSINESS),5153627,Capital,2DP02,Devt Capital CC              K,"1,257.87"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,22 July 2011,AMCO ENGINEERING,5174443,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,21 July 2011,AMCO ENGINEERING,5173154,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,19 July 2011,AMCO ENGINEERING,5170228,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,19 July 2011,AMCO ENGINEERING,5170239,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,19 July 2011,AMCO ENGINEERING,5170310,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,19 July 2011,AMCO ENGINEERING,5170311,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,20 July 2011,AMCO ENGINEERING,5171885,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,20 July 2011,AMCO ENGINEERING,5172453,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,20 July 2011,AMCO ENGINEERING,5172473,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,19 July 2011,ATG ACCESS,5170242,Revenue,1KTCF,INSURANCE RECOVERABLES       K,"2,527.50"
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,19 July 2011,SOUTHERN ELECTRIC CONTRACTING,5170240,Revenue,1V0YN,Strawberry Place-Leazes Pk RdK,676.22
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,14 July 2011,AECOM,5152153,Revenue,1V046,Freight Partnership          K,"3,384.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,01 July 2011,AECOM,5127069,Revenue,3V065,Joint LTP Team Costs         K,"1,176.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,07 July 2011,BRITISH TELECOMMUNICATIONS PLC,5159805,Revenue,1V0YN,Strawberry Place-Leazes Pk RdK,"1,363.92"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,27 July 2011,CAPITA SYMONDS LTD,5170236,Revenue,1DW01,Shieldfield Industrial EstateF,"1,209.74"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,27 July 2011,CAPITA SYMONDS LTD,5170236,Revenue,1DZ01,Arlington Avenue             F,721.26
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,21 July 2011,CAPITA SYMONDS LTD,5170227,Revenue,1KE03,Unclassified Road MaintenanceK,"8,347.84"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,28 July 2011,CAPITA SYMONDS LTD,5160898,Revenue,1KE03,Unclassified Road MaintenanceK,"3,850.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,28 July 2011,CAPITA SYMONDS LTD,5160899,Revenue,1KE03,Unclassified Road MaintenanceK,"5,153.98"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,28 July 2011,CAPITA SYMONDS LTD,5164164,Revenue,1KE03,Unclassified Road MaintenanceK,"4,500.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,08 July 2011,CAPITA SYMONDS LTD,5160897,Revenue,1KE03,Unclassified Road MaintenanceK,"10,104.51"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,01 July 2011,CAPITA SYMONDS LTD,5153623,Revenue,1KE03,Unclassified Road MaintenanceK,"1,240.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,01 July 2011,CAPITA SYMONDS LTD,5153625,Revenue,1KE03,Unclassified Road MaintenanceK,"1,150.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,01 July 2011,CAPITA SYMONDS LTD,5153626,Revenue,1KE03,Unclassified Road MaintenanceK,"4,150.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,27 July 2011,CAPITA SYMONDS LTD,5170236,Revenue,1MR55,Equipment & Furn Misc        M,600.50
Environment & Regeneration,E&R Business Dev Centres         ,Premises,20 July 2011,BAS,5172592,Revenue,1DE50,i6- Charlotte Square NEC     K,"1,200.00"
Environment & Regeneration,E&R Business Dev Centres         ,Premises,15 July 2011,DOUGAL & RAILTON LTD,5158184,Revenue,1DE50,i6- Charlotte Square NEC     K,"2,795.80"
Environment & Regeneration,E&R Business Dev Centres         ,Premises,20 July 2011,HLA SERVICES LTD,5172608,Revenue,1DE48,i8 - Lynwood NEC             K,450.00
Environment & Regeneration,E&R Business Dev Centres         ,Premises,25 July 2011,INITIAL UK LTD,5175845,Revenue,1DE46,i2- Byker NEC                K,440.58
Environment & Regeneration,E&R Business Dev Centres         ,Premises,25 July 2011,INITIAL UK LTD,5175845,Revenue,1DE48,i8 - Lynwood NEC             K,933.58
Environment & Regeneration,E&R Business Dev Centres         ,Premises,25 July 2011,INITIAL UK LTD,5175845,Revenue,1DE49,i4- Quayside NEC             K,"3,377.81"
Environment & Regeneration,E&R Business Dev Centres         ,Premises,25 July 2011,INITIAL UK LTD,5175845,Revenue,1DE50,i6- Charlotte Square NEC     K,"1,258.80"
Environment & Regeneration,E&R Cust Serv & Govern     ,Supplies & Services,25 July 2011,THE RIP,5177813,Revenue,1KS07,Roundabouts Sponsorship      K,"1,680.00"
Environment & Regeneration,E&R Environmental Crime    ,Supplies & Services,26 July 2011,NEWCASTLE DOG & CAT SHELTER & ANIMAL,5180273,Revenue,1D533,Dog Warden                   K,"1,515.94"
Environment & Regeneration,E&R Environmental Crime    ,Supplies & Services,14 July 2011,NEWCASTLE DOG & CAT SHELTER & ANIMAL,5165654,Revenue,1D533,Dog Warden                   K,"1,717.02"
Environment & Regeneration,E&R Environmental Crime    ,Supplies & Services,05 July 2011,NEWCASTLE DOG & CAT SHELTER & ANIMAL,5157205,Revenue,1D533,Dog Warden                   K,"1,719.61"
Environment & Regeneration,E&R ERS&PP                 ,Premises,01 July 2011,NEWCASTLE UNITED FC LTD,5153569,Revenue,1D528,Liquor Licensing Balances    K,"1,000.00"
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,01 July 2011,NEWCASTLE GATESHEAD INITIATIVE,5154007,Revenue,1D553,PHEPS Administration ServicesK,"2,000.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,ABLE 2,5153188,Capital,2N101,Capital Grants               K,"1,246.50"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,ABLE 2,5153192,Capital,2N101,Capital Grants               K,"1,709.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,18 July 2011,ACCESS CONSTRUCTION,5168058,Capital,2N101,Capital Grants               K,"5,532.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,13 July 2011,ACCESS CONSTRUCTION,5163952,Capital,2N101,Capital Grants               K,"3,911.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,13 July 2011,ACCESS CONSTRUCTION,5163955,Capital,2N101,Capital Grants               K,"5,642.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,ACCESS CONSTRUCTION,5153189,Capital,2N101,Capital Grants               K,"3,450.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,ACCESS CONSTRUCTION,5153191,Capital,2N101,Capital Grants               K,"4,661.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,13 July 2011,EASIBATHE,5163953,Capital,2N101,Capital Grants               K,"3,251.30"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,13 July 2011,EASIBATHE,5163954,Capital,2N101,Capital Grants               K,"4,507.67"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,EASIBATHE,5153193,Capital,2N101,Capital Grants               K,"2,689.69"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,27 July 2011,FIELD CONSTRUCTION NELTD,5181527,Capital,2N101,Capital Grants               K,"4,536.84"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,07 July 2011,FREEDOM LINK,5159646,Capital,2N101,Capital Grants               K,"1,970.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,07 July 2011,FREEDOM LINK,5159647,Capital,2N101,Capital Grants               K,"3,515.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,07 July 2011,FREEDOM LINK,5159648,Capital,2N101,Capital Grants               K,"4,320.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,22 July 2011,JLG BUILDERS,5168057,Capital,2N101,Capital Grants               K,"1,733.51"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,07 July 2011,JLG BUILDERS,5159649,Capital,2N101,Capital Grants               K,"4,138.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,18 July 2011,PROSPECT BUILDERS,5168060,Capital,2N101,Capital Grants               K,"2,988.00"
